Name,Members FTE,Lobbying cost,Interest represented,Head office,EU office,EP passes on 2026-05-25,all EP passes,Meetings,country_merge,policy_areas
European Federation of Healthcare Clown Organizations,0.1,10000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,0.0,0.0,Belgium,"['Artificial Intelligence', 'Health', 'Trade', 'Environment']"
Polski Związek Firm Deweloperskich,0.25,10000,Promotes their own interests or the collective interests of their members,Poland,Poland,0.0,0.0,0.0,Poland,['Other']
Global Financial Markets Association,0.2,10000,Promotes their own interests or the collective interests of their members,United States,United States,0.0,0.0,7.0,United States,"['Artificial Intelligence', 'Finance & Banking', 'Trade', 'Environment']"
UPC Konsultointi Oy,0.1,10000,Promotes their own interests or the collective interests of their members,Finland,Finland,0.0,0.0,1.0,Finland,['Artificial Intelligence']
Society of Fire Protection Engineers Europe,0.2,10000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,0.0,0.0,Belgium,['Other']
Attac Austria,1.25,10000,Promotes their own interests or the collective interests of their members,Austria,Austria,0.0,0.0,0.0,Austria,"['Artificial Intelligence', 'Trade']"
Belgische Vereniging van Minerale Meststoffen,0.35,10000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,0.0,0.0,Belgium,['Trade']
Colt CZ Group SE,0.3,10000,Promotes their own interests or the collective interests of their members,Czech Republic,Czech Republic,0.0,0.0,0.0,Czechia,['Artificial Intelligence']
CompuGroup Medical SE & Co. KGaA,0.2,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,"['Artificial Intelligence', 'Health']"
European Route of Lighthouses e.V.,0.35,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,"['Artificial Intelligence', 'Trade']"
"FUTURECE, UAB",0.1,10000,Promotes their own interests or the collective interests of their members,Lithuania,Lithuania,0.0,0.0,0.0,Lithuania,"['Artificial Intelligence', 'Digital Markets', 'Energy']"
Depozitarul Central SA,0.25,10000,Promotes their own interests or the collective interests of their members,Romania,Romania,0.0,0.0,0.0,Romania,['Artificial Intelligence']
Groupement Européen des Producteurs de Champignons,0.1,10000,Promotes their own interests or the collective interests of their members,France,France,0.0,0.0,1.0,France,"['Artificial Intelligence', 'Trade']"
Spanish VAT Services Asesores SL,0.25,10000,Promotes their own interests or the collective interests of their members,Spain,Spain,0.0,0.0,0.0,Spain,"['Artificial Intelligence', 'Trade']"
U-Space,0.1,10000,Promotes their own interests or the collective interests of their members,France,France,0.0,0.0,0.0,France,"['Artificial Intelligence', 'Digital Markets']"
Asociación de Empresas de Mantenimiento Integral y Servicios Energéticos,0.5,10000,Promotes their own interests or the collective interests of their members,Spain,Spain,0.0,0.0,1.0,Spain,['Other']
UNBOX MANAGEMENT SOLUTIONS SRL,0.1,10000,Promotes their own interests or the collective interests of their members,Romania,Romania,0.0,0.0,1.0,Romania,['Artificial Intelligence']
figawa,1.25,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,"['Artificial Intelligence', 'Energy']"
UK National Alcohol Producers Association,0.5,10000,Promotes their own interests or the collective interests of their members,United Kingdom,United Kingdom,0.0,0.0,0.0,United Kingdom,"['Digital Markets', 'Trade', 'Environment']"
Institut der Norddeutschen Wirtschaft e.V.,0.1,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,"['Artificial Intelligence', 'Finance & Banking']"
ERREPI S.P.A.,0.5,10000,Promotes their own interests or the collective interests of their members,Italy,Italy,0.0,0.0,0.0,Italy,"['Artificial Intelligence', 'Environment']"
Data Sharing Solutions GbR,0.1,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,['Artificial Intelligence']
Banca Popolare Etica scpa,0.25,10000,Promotes their own interests or the collective interests of their members,Italy,Italy,0.0,0.0,0.0,Italy,"['Artificial Intelligence', 'Environment']"
Valentina Vasta,0.25,10000,Promotes their own interests or the collective interests of their members,Italy,Italy,0.0,0.0,1.0,Italy,"['Artificial Intelligence', 'Agriculture', 'Environment']"
Zagreb Stock Exchange,0.5,10000,Promotes their own interests or the collective interests of their members,Croatia,Croatia,0.0,0.0,1.0,Croatia,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets']"
ABACUS Societat Cooperativa Catalana de Responsabilitat Limitada,0.2,10000,Promotes their own interests or the collective interests of their members,Spain,Spain,0.0,0.0,0.0,Spain,"['Digital Markets', 'Justice & Rights']"
Kansalaisjärjestöjen ihmisoikeussäätiö KIOS sr,0.1,10000,Promotes their own interests or the collective interests of their members,Finland,Finland,0.0,0.0,0.0,Finland,['Artificial Intelligence']
ONTARIO MUNICIPAL EMPLOYEES RETIREMENT SYSTEM,0.2,10000,Promotes their own interests or the collective interests of their members,Canada,United Kingdom,0.0,0.0,0.0,Canada,"['Artificial Intelligence', 'Finance & Banking', 'Transport', 'Energy']"
Consello Ireland Limited,2.0,10000,Advances interests of their clients,Ireland,Ireland,0.0,0.0,1.0,Ireland,['Artificial Intelligence']
Asociación de Gestores de Residuos Sanitarios,0.25,10000,Promotes their own interests or the collective interests of their members,Spain,Spain,0.0,0.0,0.0,Spain,['Finance & Banking']
Joom,0.5,10000,Promotes their own interests or the collective interests of their members,Latvia,Latvia,0.0,0.0,1.0,Latvia,"['Digital Markets', 'Trade']"
Smart Buildings Alliance,0.1,10000,Promotes their own interests or the collective interests of their members,France,France,0.0,0.0,0.0,France,"['Artificial Intelligence', 'Energy']"
"Verband unabhängiger Tonträgerunternehmen, Musikverlage und MusikproduzentInnen Österreichs",0.25,10000,Promotes their own interests or the collective interests of their members,Austria,Austria,0.0,0.0,0.0,Austria,"['Artificial Intelligence', 'Digital Markets']"
European Chief Compliance and Integrity Officers Forum,0.1,10000,Promotes their own interests or the collective interests of their members,United Kingdom,United Kingdom,0.0,0.0,0.0,United Kingdom,"['Artificial Intelligence', 'Digital Markets']"
"INHUS Group, UAB",0.2,10000,Promotes their own interests or the collective interests of their members,Lithuania,Lithuania,0.0,0.0,0.0,Lithuania,['Artificial Intelligence']
Association Générale des Producteurs de Maïs,0.25,10000,Promotes their own interests or the collective interests of their members,France,France,0.0,2.0,4.0,France,"['Artificial Intelligence', 'Trade']"
4iP Council EU AISBL,0.1,10000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,0.0,0.0,Belgium,"['Artificial Intelligence', 'Finance & Banking']"
STTK ry,1.8,10000,Promotes their own interests or the collective interests of their members,Finland,Finland,0.0,0.0,6.0,Finland,['Artificial Intelligence']
European Pulp and Paper Chemicals Group AISBL,0.25,10000,Promotes their own interests or the collective interests of their members,Belgium,Belgium,0.0,0.0,0.0,Belgium,"['Artificial Intelligence', 'Agriculture', 'Environment']"
Samsara Eco,0.1,10000,Promotes their own interests or the collective interests of their members,Australia,Australia,0.0,0.0,0.0,Australia,"['Artificial Intelligence', 'Energy']"
Irish Ports Association,2.0,10000,Promotes their own interests or the collective interests of their members,Ireland,Ireland,0.0,0.0,0.0,Ireland,['Other']
Prospera International Network of Women's Funds,0.25,10000,Promotes their own interests or the collective interests of their members,Canada,Canada,0.0,0.0,2.0,Canada,"['Transport', 'Justice & Rights']"
Gesamtverband der deutschen Maschenindustrie e. V.,0.2,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,['Environment']
Akcionersko drustvo za proizvodstvo i promet na vino Vinarska Vizba-Tikvesh eksport-import AD-Kavadarci,0.1,10000,Promotes their own interests or the collective interests of their members,North Macedonia,North Macedonia,0.0,0.0,0.0,North Macedonia,"['Artificial Intelligence', 'Finance & Banking', 'Environment']"
Wipro Limited,0.2,10000,Promotes their own interests or the collective interests of their members,India,India,0.0,0.0,0.0,India,['Artificial Intelligence']
Animal & Plant Health Association,0.1,10000,Promotes their own interests or the collective interests of their members,Ireland,Ireland,1.0,1.0,0.0,Ireland,"['Agriculture', 'Health', 'Environment']"
e-R3VOLT GmbH,0.1,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,['Other']
WaterBear 2020 s.l.,0.25,10000,Promotes their own interests or the collective interests of their members,Spain,Spain,0.0,0.0,0.0,Spain,"['Artificial Intelligence', 'Health', 'Environment']"
Namespace,0.1,10000,Promotes their own interests or the collective interests of their members,Luxembourg,Luxembourg,0.0,0.0,0.0,Luxembourg,"['Artificial Intelligence', 'Digital Markets', 'Trade']"
XRBB,1.75,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,"['Artificial Intelligence', 'Finance & Banking', 'Digital Markets', 'Environment']"
RENAISSANCE CAPITAL d.o.o.,0.1,10000,Promotes their own interests or the collective interests of their members,Croatia,Croatia,0.0,0.0,0.0,Croatia,"['Artificial Intelligence', 'Agriculture', 'Energy']"
DEMECAN Holding GmbH,0.25,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,['Other']
Upcoop,0.2,10000,Promotes their own interests or the collective interests of their members,France,France,0.0,0.0,0.0,France,"['Artificial Intelligence', 'Trade']"
PLATAFORMA DE ORGANIZACIONES DE PACIENTES,0.1,10000,Promotes their own interests or the collective interests of their members,Spain,Spain,0.0,0.0,0.0,Spain,['Other']
Greater Copenhagen EU Office,1.0,10000,Promotes their own interests or the collective interests of their members,Denmark,Belgium,0.0,0.0,9.0,Denmark,"['Artificial Intelligence', 'Transport', 'Environment']"
International Snowmobile Manufacturers Associat,0.1,10000,Promotes their own interests or the collective interests of their members,United States,United States,0.0,0.0,0.0,United States,['Transport']
Nextcloud,1.5,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,3.0,Germany,"['Artificial Intelligence', 'Digital Markets']"
CIN Consult GmbH,0.2,10000,Promotes their own interests or the collective interests of their members,Austria,Austria,0.0,0.0,1.0,Austria,"['Artificial Intelligence', 'Digital Markets']"
Polski Karp Sp. z o.o.,0.4,10000,Promotes their own interests or the collective interests of their members,Poland,Poland,0.0,0.0,1.0,Poland,"['Digital Markets', 'Agriculture', 'Environment']"
Chamber of Commerce and Industry Romanian-German,0.25,10000,Promotes their own interests or the collective interests of their members,Romania,Romania,0.0,0.0,1.0,Romania,"['Artificial Intelligence', 'Health', 'Energy', 'Trade', 'Environment']"
Fédération des Artisans,0.1,10000,Promotes their own interests or the collective interests of their members,Luxembourg,Luxembourg,0.0,0.0,0.0,Luxembourg,['Artificial Intelligence']
The Biodiversity Footprint Intelligence Company,0.3,10000,Advances interests of their clients,France,France,0.0,0.0,0.0,France,"['Artificial Intelligence', 'Finance & Banking', 'Transport', 'Environment']"
ValueCo,0.2,10000,Promotes their own interests or the collective interests of their members,France,France,0.0,0.0,0.0,France,"['Artificial Intelligence', 'Finance & Banking', 'Environment']"
Association de l'Industrie Audiovisuelle Indépendante,0.25,10000,Promotes their own interests or the collective interests of their members,France,Belgium,0.0,0.0,1.0,France,"['Artificial Intelligence', 'Finance & Banking', 'Trade']"
Law and Democracy Support Foundation .e.V,1.45,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,"['Artificial Intelligence', 'Digital Markets', 'Justice & Rights']"
ENCI,0.1,10000,Promotes their own interests or the collective interests of their members,Italy,Italy,0.0,0.0,0.0,Italy,['Artificial Intelligence']
GTÜ Gesellschaft für Technische Überwachung mbH,0.25,10000,Promotes their own interests or the collective interests of their members,Germany,Germany,0.0,0.0,0.0,Germany,"['Artificial Intelligence', 'Transport', 'Trade']"
Vital Energy,0.1,10000,Promotes their own interests or the collective interests of their members,Canada,Canada,0.0,0.0,0.0,Canada,"['Artificial Intelligence', 'Energy', 'Environment']"
Association Footura,0.25,10000,Promotes their own interests or the collective interests of their members,Bulgaria,Bulgaria,0.0,0.0,0.0,Bulgaria,"['Artificial Intelligence', 'Transport', 'Health']"
TRIUMVIRATE LABS SRL,0.1,10000,Promotes their own interests or the collective interests of their members,Romania,Romania,0.0,0.0,0.0,Romania,['Artificial Intelligence']
Sunscreen BidCo B.V.,0.2,10000,Promotes their own interests or the collective interests of their members,Netherlands,Netherlands,0.0,0.0,0.0,Netherlands,"['Artificial Intelligence', 'Digital Markets', 'Transport', 'Health', 'Trade', 'Environment', 'Justice & Rights']"
